
method,ccn,ccn2,cloc,eloc,lloc,loc,ncloc,npath
wp_read_image_metadata,35.0,41.0,16.0,92.0,67.0,121.0,105.0,1.35377664E8,  
file_is_valid_image,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
file_is_displayable_image,3.0,3.0,1.0,10.0,7.0,11.0,10.0,3.0,  
load_image_to_edit,7.0,8.0,0.0,27.0,22.0,28.0,28.0,32.0,  
_load_image_to_edit_path,4.0,8.0,0.0,11.0,7.0,13.0,13.0,8.0,  
_copy_image_file,4.0,4.0,2.0,15.0,11.0,21.0,19.0,6.0,  
get_importers,2.0,2.0,0.0,6.0,4.0,6.0,6.0,2.0,  
register_importer,2.0,2.0,0.0,6.0,4.0,6.0,6.0,2.0,  
wp_import_cleanup,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
wp_import_handle_upload,3.0,3.0,3.0,25.0,16.0,35.0,32.0,4.0,  
wp_get_popular_importers,7.0,7.0,3.0,75.0,20.0,83.0,80.0,21.0,  
media_upload_tabs,1.0,1.0,1.0,9.0,2.0,10.0,9.0,1.0,  
update_gallery_tab,4.0,4.0,0.0,16.0,12.0,22.0,22.0,8.0,  
the_media_upload_tabs,6.0,8.0,0.0,23.0,18.0,27.0,27.0,16.0,  
get_image_send_to_editor,3.0,3.0,0.0,8.0,6.0,13.0,13.0,10.0,  
image_add_caption,5.0,6.0,1.0,16.0,14.0,25.0,24.0,60.0,  
_cleanup_image_add_caption,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,  
media_send_to_editor,1.0,1.0,0.0,11.0,2.0,11.0,11.0,1.0,  
media_handle_upload,22.0,24.0,8.0,73.0,55.0,105.0,97.0,5352.0,  
media_handle_sideload,10.0,11.0,4.0,37.0,27.0,50.0,46.0,336.0,  
wp_iframe,4.0,8.0,1.0,45.0,24.0,49.0,48.0,24.0,  
media_buttons,4.0,5.0,3.0,16.0,11.0,23.0,20.0,9.0,  
get_upload_iframe_src,4.0,5.0,0.0,12.0,10.0,18.0,18.0,12.0,  
media_upload_form_handler,22.0,25.0,1.0,66.0,48.0,83.0,82.0,580860.0,  
wp_media_upload_handler,17.0,26.0,1.0,59.0,47.0,73.0,72.0,21200.0,  
media_sideload_image,6.0,6.0,7.0,23.0,17.0,35.0,28.0,30.0,  
media_upload_gallery,4.0,4.0,0.0,12.0,9.0,15.0,15.0,5.0,  
media_upload_library,4.0,4.0,0.0,11.0,8.0,13.0,13.0,5.0,  
image_align_input_fields,5.0,5.0,0.0,15.0,10.0,18.0,18.0,24.0,  
image_size_input_fields,7.0,10.0,5.0,31.0,22.0,45.0,40.0,26.0,  
image_link_input_fields,4.0,4.0,0.0,17.0,10.0,21.0,21.0,6.0,  
wp_caption_input_textarea,1.0,1.0,1.0,4.0,2.0,6.0,5.0,1.0,  
image_attachment_fields_to_edit,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
media_single_attachment_fields_to_edit,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
media_post_single_attachment_fields_to_edit,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
image_attachment_fields_to_save,4.0,4.0,0.0,10.0,6.0,11.0,11.0,7.0,  
image_media_send_to_editor,5.0,5.0,0.0,12.0,9.0,14.0,14.0,126.0,  
get_attachment_fields_to_edit,11.0,12.0,3.0,81.0,35.0,101.0,98.0,588.0,  
get_media_items,9.0,10.0,0.0,22.0,16.0,24.0,24.0,90.0,  
get_media_item,45.0,61.0,4.0,178.0,124.0,218.0,214.0,8.3981031E15,  
get_compat_media_markup,32.0,38.0,3.0,109.0,83.0,144.0,141.0,7.200001E9,  
media_upload_header,3.0,3.0,0.0,9.0,6.0,9.0,9.0,10.0,  
media_upload_form,14.0,19.0,6.0,110.0,53.0,130.0,124.0,864000.0,  
media_upload_type_form,5.0,5.0,0.0,47.0,22.0,53.0,53.0,30.0,  
media_upload_type_url_form,5.0,5.0,0.0,117.0,20.0,122.0,122.0,40.0,  
media_upload_gallery_form,2.0,2.0,1.0,135.0,43.0,138.0,137.0,2.0,  
media_upload_library_form,22.0,27.0,2.0,140.0,76.0,160.0,158.0,1.008E8,  
wp_media_insert_url_form,8.0,8.0,0.0,90.0,11.0,94.0,94.0,160.0,  
media_upload_flash_bypass,3.0,3.0,0.0,12.0,6.0,14.0,14.0,3.0,  
media_upload_html_bypass,1.0,1.0,0.0,7.0,1.0,7.0,7.0,1.0,  
media_upload_text_after,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,  
media_upload_max_image_resize,3.0,3.0,1.0,16.0,7.0,18.0,17.0,10.0,  
multisite_over_quota_message,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
edit_form_image_editor,16.0,19.0,0.0,81.0,57.0,93.0,93.0,1120.0,  
attachment_submitbox_metadata,14.0,14.0,32.0,83.0,53.0,131.0,99.0,1344.0,  
wp_add_id3_tag_data,10.0,11.0,1.0,33.0,16.0,35.0,34.0,35.0,  
wp_read_video_metadata,17.0,17.0,0.0,41.0,38.0,47.0,47.0,65536.0,  
wp_read_audio_metadata,9.0,9.0,0.0,25.0,22.0,30.0,30.0,256.0,  
add_cssclass,2.0,2.0,0.0,4.0,2.0,4.0,4.0,5.0,  
add_menu_classes,6.0,7.0,3.0,30.0,23.0,37.0,34.0,25.0,  
sort_menu,7.0,10.0,0.0,16.0,12.0,16.0,16.0,20.0,  
got_mod_rewrite,1.0,1.0,11.0,4.0,2.0,16.0,5.0,1.0,  
got_url_rewrite,1.0,3.0,6.0,4.0,2.0,11.0,5.0,1.0,  
extract_from_markers,7.0,7.0,0.0,19.0,14.0,22.0,22.0,36.0,  
insert_with_markers,14.0,15.0,0.0,44.0,32.0,46.0,46.0,314.0,  
save_mod_rewrite_rules,4.0,7.0,2.0,14.0,10.0,20.0,18.0,12.0,  
iis7_save_url_rewrite_rules,4.0,8.0,1.0,16.0,11.0,20.0,19.0,14.0,  
update_recently_edited,3.0,3.0,0.0,14.0,10.0,14.0,14.0,3.0,  
update_home_siteurl,2.0,2.0,1.0,5.0,3.0,7.0,6.0,2.0,  
url_shorten,2.0,2.0,0.0,7.0,5.0,7.0,7.0,2.0,  
wp_reset_vars,4.0,4.0,0.0,14.0,8.0,15.0,15.0,4.0,  
show_message,3.0,4.0,0.0,11.0,7.0,11.0,11.0,4.0,  
wp_doc_link_parse,9.0,15.0,2.0,29.0,24.0,36.0,34.0,306.0,  
set_screen_options,20.0,22.0,1.0,46.0,41.0,53.0,52.0,194.0,  
iis7_rewrite_rule_exists,5.0,5.0,0.0,15.0,12.0,16.0,16.0,16.0,  
iis7_delete_rewrite_rule,5.0,5.0,1.0,20.0,17.0,24.0,23.0,16.0,  
iis7_add_rewrite_rule,9.0,9.0,3.0,55.0,44.0,70.0,67.0,80.0,  
saveDomDocument,1.0,1.0,0.0,7.0,5.0,7.0,7.0,1.0,  
admin_color_scheme_picker,4.0,4.0,0.0,23.0,15.0,23.0,23.0,6.0,  
_ipad_meta,2.0,2.0,0.0,7.0,1.0,7.0,7.0,2.0,  
wp_check_locked_posts,7.0,11.0,0.0,18.0,13.0,24.0,24.0,30.0,  
wp_refresh_post_lock,8.0,9.0,0.0,25.0,17.0,32.0,32.0,25.0,  
wp_refresh_post_nonces,5.0,6.0,0.0,24.0,10.0,28.0,28.0,13.0,  
plugins_api,10.0,13.0,30.0,35.0,23.0,74.0,44.0,232.0,  
install_popular_tags,3.0,3.0,0.0,10.0,8.0,14.0,14.0,4.0,  
install_dashboard,3.0,3.0,1.0,26.0,11.0,29.0,28.0,3.0,  
install_search_form,4.0,4.0,0.0,17.0,9.0,18.0,18.0,50.0,  
install_plugins_upload,1.0,1.0,0.0,12.0,6.0,12.0,12.0,1.0,  
install_plugins_favorites_form,2.0,2.0,0.0,14.0,5.0,14.0,14.0,5.0,  
display_plugins_table,2.0,4.0,0.0,6.0,4.0,8.0,8.0,4.0,  
install_plugin_install_status,15.0,15.0,6.0,49.0,36.0,58.0,52.0,180.0,  
install_plugin_information,31.0,37.0,3.0,126.0,87.0,144.0,141.0,7.527168E8,  
get_plugin_data,3.0,5.0,2.0,28.0,12.0,35.0,33.0,9.0,  
_get_plugin_data_markup_translate,11.0,13.0,6.0,43.0,30.0,61.0,55.0,247.0,  
get_plugin_files,10.0,11.0,0.0,30.0,21.0,31.0,31.0,16.0,  
get_plugins,17.0,17.0,2.0,48.0,39.0,61.0,59.0,1440.0,  
get_mu_plugins,10.0,11.0,3.0,29.0,23.0,40.0,37.0,240.0,  
_sort_uname_callback,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_dropins,8.0,8.0,2.0,26.0,20.0,34.0,32.0,40.0,  
_get_dropins,2.0,2.0,10.0,17.0,7.0,19.0,9.0,2.0,  
is_plugin_active,1.0,2.0,0.0,3.0,1.0,3.0,3.0,1.0,  
is_plugin_inactive,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
is_plugin_active_for_network,3.0,3.0,0.0,8.0,6.0,10.0,10.0,4.0,  
is_network_only_plugin,2.0,2.0,0.0,6.0,4.0,6.0,6.0,2.0,  
activate_plugin,9.0,11.0,31.0,40.0,30.0,78.0,47.0,264.0,  
deactivate_plugins,13.0,14.0,32.0,37.0,29.0,77.0,45.0,776.0,  
activate_plugins,6.0,6.0,0.0,15.0,12.0,18.0,18.0,20.0,  
delete_plugins,16.0,18.0,6.0,60.0,51.0,79.0,73.0,22464.0,  
validate_active_plugins,6.0,7.0,2.0,22.0,16.0,28.0,26.0,36.0,  
validate_plugin,4.0,4.0,0.0,10.0,8.0,11.0,11.0,8.0,  
is_uninstallable_plugin,2.0,3.0,0.0,7.0,5.0,9.0,9.0,3.0,  
uninstall_plugin,4.0,4.0,8.0,23.0,18.0,38.0,30.0,6.0,  
add_menu_page,4.0,6.0,1.0,23.0,18.0,34.0,33.0,16.0,  
add_object_page,1.0,1.0,0.0,5.0,3.0,7.0,7.0,1.0,  
add_utility_page,1.0,1.0,0.0,5.0,3.0,7.0,7.0,1.0,  
add_submenu_page,8.0,11.0,6.0,31.0,26.0,46.0,40.0,144.0,  
add_management_page,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
add_options_page,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
add_theme_page,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
add_plugins_page,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
add_users_page,2.0,2.0,0.0,7.0,4.0,7.0,7.0,2.0,  
add_dashboard_page,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
add_posts_page,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
add_media_page,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
add_links_page,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
add_pages_page,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
add_comments_page,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
remove_menu_page,3.0,3.0,0.0,10.0,6.0,12.0,12.0,3.0,  
remove_submenu_page,4.0,4.0,0.0,12.0,8.0,15.0,15.0,6.0,  
menu_page_url,4.0,5.0,0.0,17.0,11.0,21.0,21.0,8.0,  
get_admin_page_parent,18.0,26.0,8.0,58.0,46.0,72.0,64.0,8960.0,  
get_admin_page_title,15.0,29.0,1.0,69.0,39.0,76.0,75.0,882.0,  
get_plugin_page_hook,2.0,2.0,0.0,7.0,4.0,7.0,7.0,2.0,  
get_plugin_page_hookname,5.0,7.0,0.0,16.0,12.0,20.0,20.0,7.0,  
user_can_access_admin_page,23.0,30.0,0.0,62.0,49.0,72.0,72.0,485760.0,  
register_setting,4.0,4.0,0.0,14.0,10.0,17.0,17.0,8.0,  
unregister_setting,5.0,5.0,0.0,16.0,12.0,19.0,19.0,16.0,  
option_update_filter,2.0,2.0,0.0,6.0,4.0,8.0,8.0,2.0,  
add_option_whitelist,6.0,7.0,0.0,19.0,12.0,21.0,21.0,12.0,  
remove_option_whitelist,6.0,7.0,0.0,16.0,10.0,18.0,18.0,12.0,  
settings_fields,1.0,1.0,0.0,5.0,3.0,5.0,5.0,1.0,  
wp_clean_plugins_cache,2.0,2.0,0.0,5.0,3.0,5.0,5.0,2.0,  
edit_post,39.0,47.0,9.0,122.0,96.0,159.0,150.0,2.985984E9,  
bulk_edit_posts,34.0,45.0,1.0,131.0,94.0,163.0,162.0,8.1293184E8,  
get_default_post_to_edit,6.0,8.0,0.0,42.0,38.0,48.0,48.0,40.0,  
post_exists,5.0,5.0,0.0,23.0,18.0,30.0,30.0,16.0,  
wp_write_post,12.0,12.0,4.0,44.0,37.0,61.0,57.0,384.0,  
write_post,2.0,2.0,0.0,7.0,4.0,7.0,7.0,2.0,  
add_meta,9.0,14.0,3.0,20.0,17.0,30.0,27.0,4250.0,  
delete_meta,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_meta_keys,1.0,1.0,0.0,9.0,3.0,11.0,11.0,1.0,  
get_post_meta_by_id,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
has_meta,1.0,1.0,0.0,6.0,2.0,7.0,7.0,1.0,  
update_meta,1.0,1.0,0.0,5.0,3.0,6.0,6.0,1.0,  
_fix_attachment_links,7.0,15.0,5.0,30.0,24.0,43.0,38.0,468.0,  
_relocate_children,2.0,2.0,0.0,14.0,7.0,16.0,16.0,2.0,  
get_available_post_statuses,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
wp_edit_posts_query,13.0,19.0,1.0,41.0,36.0,54.0,53.0,129600.0,  
get_available_post_mime_types,1.0,1.0,0.0,5.0,3.0,6.0,6.0,1.0,  
wp_edit_attachments_query,10.0,13.0,0.0,26.0,24.0,34.0,34.0,18000.0,  
_edit_attachments_query_helper,1.0,1.0,0.0,4.0,2.0,4.0,4.0,1.0,  
postbox_classes,5.0,6.0,0.0,15.0,9.0,16.0,16.0,9.0,  
get_sample_permalink,8.0,8.0,5.0,35.0,31.0,51.0,46.0,216.0,  
get_sample_permalink_html,10.0,14.0,1.0,47.0,36.0,56.0,55.0,384.0,  
_wp_post_thumbnail_html,4.0,5.0,0.0,22.0,17.0,26.0,26.0,6.0,  
wp_check_post_lock,5.0,7.0,0.0,13.0,11.0,17.0,17.0,80.0,  
wp_set_post_lock,3.0,3.0,0.0,10.0,8.0,12.0,12.0,4.0,  
_admin_notice_post_locked,15.0,19.0,2.0,86.0,47.0,104.0,102.0,57960.0,  
wp_get_revision_ui_diff,14.0,20.0,20.0,45.0,33.0,76.0,56.0,80352.0,  
wp_prepare_revisions_for_js,17.0,19.0,6.0,98.0,47.0,116.0,110.0,14448.0,  
wp_get_db_schema,12.0,15.0,7.0,267.0,39.0,287.0,280.0,336.0,  
populate_options,17.0,20.0,34.0,174.0,50.0,239.0,205.0,78336.0,  
populate_roles,1.0,1.0,0.0,10.0,8.0,10.0,10.0,1.0,  
populate_roles_160,1.0,1.0,12.0,80.0,78.0,99.0,87.0,1.0,  
populate_roles_210,6.0,6.0,0.0,37.0,31.0,41.0,41.0,24.0,  
populate_roles_230,2.0,2.0,0.0,6.0,3.0,7.0,7.0,2.0,  
populate_roles_250,2.0,2.0,0.0,6.0,3.0,7.0,7.0,2.0,  
populate_roles_260,2.0,2.0,0.0,7.0,4.0,8.0,8.0,2.0,  
populate_roles_270,2.0,2.0,0.0,7.0,4.0,8.0,8.0,2.0,  
populate_roles_280,2.0,2.0,0.0,6.0,3.0,7.0,7.0,2.0,  
populate_roles_300,2.0,2.0,2.0,13.0,10.0,18.0,16.0,2.0,  
install_network,2.0,2.0,0.0,5.0,3.0,6.0,6.0,2.0,  
populate_network,27.0,29.0,15.0,125.0,78.0,157.0,142.0,1.108224E7,  
get_column_headers,3.0,3.0,0.0,8.0,6.0,11.0,11.0,4.0,  
get_hidden_columns,2.0,2.0,0.0,5.0,3.0,6.0,6.0,2.0,  
meta_box_prefs,9.0,11.0,1.0,22.0,17.0,27.0,26.0,192.0,  
get_hidden_meta_boxes,5.0,7.0,1.0,17.0,12.0,22.0,21.0,12.0,  
add_screen_option,2.0,2.0,0.0,6.0,4.0,8.0,8.0,2.0,  
screen_icon,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_screen_icon,7.0,7.0,0.0,18.0,14.0,23.0,23.0,27.0,  
get_current_screen,2.0,2.0,0.0,6.0,4.0,8.0,8.0,2.0,  
set_current_screen,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
category_exists,2.0,2.0,0.0,6.0,4.0,6.0,6.0,2.0,  
get_category_to_edit,1.0,1.0,0.0,5.0,3.0,5.0,5.0,1.0,  
wp_create_category,2.0,2.0,0.0,5.0,3.0,6.0,6.0,2.0,  
wp_create_categories,5.0,5.0,0.0,13.0,9.0,15.0,15.0,8.0,  
wp_insert_category,9.0,12.0,1.0,37.0,29.0,48.0,47.0,360.0,  
wp_update_category,2.0,3.0,3.0,10.0,8.0,18.0,15.0,3.0,  
tag_exists,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
wp_create_tag,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_tags_to_edit,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_terms_to_edit,5.0,5.0,0.0,16.0,14.0,21.0,21.0,16.0,  
wp_create_term,2.0,2.0,0.0,5.0,3.0,6.0,6.0,2.0,  
wp_category_checklist,1.0,1.0,0.0,10.0,1.0,10.0,10.0,1.0,  
wp_terms_checklist,9.0,10.0,3.0,47.0,31.0,61.0,58.0,144.0,  
wp_popular_terms_checklist,5.0,6.0,1.0,27.0,20.0,32.0,31.0,33.0,  
wp_link_category_checklist,6.0,6.0,1.0,19.0,14.0,24.0,23.0,36.0,  
get_inline_data,11.0,12.0,0.0,43.0,23.0,53.0,53.0,960.0,  
wp_comment_reply,7.0,7.0,1.0,77.0,27.0,81.0,80.0,160.0,  
wp_comment_trashnotice,1.0,1.0,0.0,10.0,4.0,10.0,10.0,1.0,  
list_meta,3.0,3.0,2.0,34.0,6.0,35.0,33.0,4.0,  
_list_meta_row,6.0,6.0,3.0,36.0,30.0,47.0,44.0,24.0,  
meta_form,5.0,6.0,0.0,58.0,16.0,60.0,60.0,10.0,  
touch_time,19.0,21.0,3.0,52.0,44.0,66.0,63.0,1.17187502E10,  
page_template_dropdown,3.0,3.0,0.0,11.0,8.0,11.0,11.0,3.0,  
parent_dropdown,5.0,7.0,1.0,20.0,14.0,24.0,23.0,10.0,  
wp_dropdown_roles,3.0,3.0,1.0,13.0,9.0,15.0,14.0,3.0,  
wp_import_upload_form,2.0,2.0,0.0,21.0,12.0,21.0,21.0,2.0,  
add_meta_box,17.0,18.0,6.0,43.0,36.0,57.0,51.0,8832.0,  
do_meta_boxes,15.0,20.0,1.0,45.0,36.0,56.0,55.0,2775.0,  
remove_meta_box,7.0,7.0,0.0,16.0,14.0,20.0,20.0,48.0,  
do_accordion_sections,11.0,15.0,0.0,50.0,33.0,56.0,56.0,579.0,  
add_settings_section,3.0,3.0,0.0,12.0,8.0,15.0,15.0,4.0,  
add_settings_field,3.0,3.0,0.0,12.0,8.0,15.0,15.0,4.0,  
do_settings_sections,6.0,8.0,0.0,16.0,13.0,20.0,20.0,34.0,  
do_settings_fields,4.0,4.0,0.0,16.0,12.0,18.0,18.0,6.0,  
add_settings_error,1.0,1.0,0.0,10.0,3.0,11.0,11.0,1.0,  
get_settings_errors,7.0,9.0,6.0,20.0,15.0,31.0,25.0,64.0,  
settings_errors,4.0,5.0,0.0,16.0,13.0,20.0,20.0,12.0,  
find_posts_div,2.0,2.0,0.0,26.0,8.0,26.0,26.0,2.0,  
the_post_password,2.0,2.0,0.0,5.0,3.0,5.0,5.0,2.0,  
_draft_or_post_title,2.0,2.0,0.0,6.0,4.0,6.0,6.0,2.0,  
_admin_search_query,2.0,2.0,0.0,3.0,1.0,3.0,3.0,5.0,  
iframe_header,3.0,3.0,0.0,50.0,28.0,55.0,55.0,4.0,  
iframe_footer,1.0,1.0,1.0,12.0,2.0,12.0,11.0,1.0,  
_post_states,10.0,13.0,1.0,28.0,23.0,33.0,32.0,1512.0,  
_media_states,8.0,10.0,0.0,25.0,19.0,29.0,29.0,112.0,  
compression_test,1.0,1.0,0.0,54.0,0.0,54.0,54.0,1.0,  
submit_button,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
get_submit_button,12.0,14.0,3.0,34.0,27.0,43.0,40.0,7680.0,  
_wp_admin_html_begin,2.0,2.0,0.0,14.0,9.0,14.0,14.0,5.0,  
convert_to_screen,2.0,2.0,0.0,7.0,4.0,8.0,8.0,2.0,  
_local_storage_notice,1.0,1.0,0.0,14.0,4.0,14.0,14.0,1.0,  
install_themes_feature_list,4.0,4.0,0.0,12.0,10.0,17.0,17.0,8.0,  
install_theme_search_form,8.0,8.0,0.0,36.0,22.0,36.0,36.0,200.0,  
install_themes_dashboard,3.0,3.0,0.0,36.0,16.0,39.0,39.0,3.0,  
install_themes_upload,1.0,1.0,0.0,11.0,5.0,11.0,11.0,1.0,  
display_theme,1.0,1.0,0.0,5.0,3.0,5.0,5.0,1.0,  
display_themes,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
install_theme_information,2.0,2.0,0.0,10.0,8.0,13.0,13.0,2.0,  
delete_theme,11.0,12.0,3.0,45.0,39.0,57.0,54.0,864.0,  
get_page_templates,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
_get_template_edit_filename,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
theme_update_available,8.0,8.0,1.0,25.0,20.0,31.0,30.0,40.0,  
get_theme_feature_list,10.0,11.0,2.0,86.0,23.0,101.0,99.0,252.0,  
themes_api,9.0,12.0,2.0,32.0,21.0,40.0,38.0,228.0,  
update_core,61.0,79.0,43.0,199.0,161.0,275.0,232.0,8.7944039E14,  
_copy_dir,12.0,12.0,2.0,31.0,24.0,39.0,37.0,45.0,  
_redirect_to_about_wordpress,4.0,5.0,5.0,21.0,14.0,33.0,28.0,12.0,  
_upgrade_422_remove_genericons,6.0,6.0,4.0,23.0,16.0,34.0,30.0,18.0,  
_upgrade_422_find_genericons_files_in_folder,3.0,4.0,0.0,11.0,7.0,14.0,14.0,6.0,  
get_preferred_from_update_core,3.0,3.0,0.0,8.0,6.0,8.0,8.0,4.0,  
get_core_updates,8.0,9.0,0.0,27.0,20.0,32.0,32.0,54.0,  
find_core_auto_update,6.0,8.0,0.0,17.0,14.0,21.0,21.0,39.0,  
get_core_checksums,7.0,13.0,0.0,21.0,16.0,29.0,29.0,840.0,  
dismiss_core_update,1.0,1.0,0.0,5.0,3.0,5.0,5.0,1.0,  
undismiss_core_update,2.0,2.0,0.0,8.0,6.0,10.0,10.0,2.0,  
find_core_update,4.0,6.0,0.0,11.0,8.0,13.0,13.0,12.0,  
core_update_footer,9.0,9.0,0.0,25.0,22.0,32.0,32.0,128.0,  
update_nag,5.0,7.0,0.0,16.0,12.0,21.0,21.0,36.0,  
update_right_now_message,4.0,5.0,0.0,9.0,6.0,12.0,12.0,8.0,  
get_plugin_updates,3.0,3.0,0.0,12.0,8.0,13.0,13.0,3.0,  
wp_plugin_update_rows,4.0,5.0,0.0,11.0,7.0,12.0,12.0,8.0,  
wp_plugin_update_row,5.0,6.0,0.0,21.0,17.0,29.0,29.0,10.0,  
get_theme_updates,3.0,3.0,0.0,12.0,9.0,15.0,15.0,4.0,  
wp_theme_update_rows,4.0,5.0,0.0,11.0,7.0,13.0,13.0,8.0,  
wp_theme_update_row,4.0,4.0,0.0,19.0,16.0,24.0,24.0,6.0,  
maintenance_nag,6.0,6.0,11.0,18.0,14.0,31.0,20.0,44.0,  
wp_install,6.0,7.0,4.0,38.0,34.0,54.0,50.0,80.0,  
wp_install_defaults,11.0,13.0,11.0,115.0,59.0,142.0,131.0,576.0,  
wp_new_blog_notification,1.0,1.0,0.0,20.0,5.0,21.0,21.0,1.0,  
wp_upgrade,6.0,7.0,1.0,22.0,18.0,28.0,27.0,36.0,  
upgrade_all,25.0,25.0,3.0,63.0,59.0,94.0,91.0,1.2582912E7,  
upgrade_100,11.0,12.0,3.0,40.0,28.0,47.0,44.0,180.0,  
upgrade_101,1.0,1.0,1.0,10.0,8.0,12.0,11.0,1.0,  
upgrade_110,6.0,6.0,7.0,36.0,29.0,54.0,47.0,18.0,  
upgrade_130,12.0,12.0,9.0,55.0,42.0,76.0,67.0,288.0,  
upgrade_160,26.0,28.0,4.0,63.0,62.0,75.0,71.0,5944350.0,  
upgrade_210,10.0,10.0,2.0,29.0,23.0,38.0,36.0,48.0,  
upgrade_230,28.0,30.0,10.0,135.0,113.0,168.0,158.0,961632.0,  
upgrade_230_options_table,2.0,2.0,0.0,8.0,6.0,8.0,8.0,2.0,  
upgrade_230_old_tables,1.0,1.0,0.0,6.0,4.0,6.0,6.0,1.0,  
upgrade_old_slugs,1.0,1.0,1.0,4.0,2.0,5.0,4.0,1.0,  
upgrade_250,2.0,2.0,0.0,6.0,3.0,8.0,8.0,2.0,  
upgrade_252,1.0,1.0,0.0,4.0,2.0,5.0,5.0,1.0,  
upgrade_260,2.0,2.0,0.0,5.0,3.0,6.0,6.0,2.0,  
upgrade_270,3.0,3.0,1.0,7.0,5.0,10.0,9.0,4.0,  
upgrade_280,7.0,7.0,0.0,20.0,14.0,21.0,21.0,14.0,  
upgrade_290,3.0,3.0,1.0,9.0,5.0,11.0,10.0,3.0,  
upgrade_300,4.0,9.0,1.0,12.0,8.0,17.0,16.0,36.0,  
upgrade_330,16.0,19.0,0.0,53.0,44.0,63.0,63.0,1152.0,  
upgrade_340,6.0,8.0,0.0,23.0,16.0,27.0,27.0,48.0,  
upgrade_350,7.0,11.0,1.0,18.0,13.0,21.0,20.0,81.0,  
upgrade_370,2.0,2.0,0.0,5.0,3.0,5.0,5.0,2.0,  
upgrade_372,2.0,2.0,0.0,5.0,3.0,5.0,5.0,2.0,  
upgrade_373,5.0,6.0,5.0,16.0,9.0,23.0,18.0,6.0,  
upgrade_378,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,  
upgrade_379,8.0,9.0,1.0,34.0,16.0,42.0,41.0,85.0,  
upgrade_network,20.0,23.0,11.0,68.0,49.0,89.0,78.0,25536.0,  
maybe_create_table,3.0,3.0,2.0,9.0,7.0,11.0,9.0,4.0,  
drop_index,2.0,2.0,1.0,10.0,7.0,11.0,10.0,2.0,  
add_clean_index,1.0,1.0,0.0,6.0,4.0,6.0,6.0,1.0,  
maybe_add_column,5.0,5.0,2.0,15.0,9.0,17.0,15.0,9.0,  
get_alloptions_110,4.0,6.0,0.0,12.0,8.0,12.0,12.0,6.0,  
__get_option,5.0,11.0,0.0,13.0,11.0,19.0,19.0,135.0,  
deslash,1.0,1.0,6.0,6.0,4.0,16.0,10.0,1.0,  
dbDelta,39.0,41.0,43.0,130.0,105.0,197.0,154.0,8.7939144E7,  
make_db_current,2.0,2.0,0.0,6.0,5.0,6.0,6.0,2.0,  
make_db_current_silent,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,  
make_site_theme_from_oldschool,12.0,12.0,9.0,45.0,36.0,67.0,58.0,260.0,  
make_site_theme_from_default,17.0,17.0,4.0,43.0,39.0,53.0,49.0,576.0,  
make_site_theme,8.0,8.0,6.0,29.0,20.0,40.0,34.0,64.0,  
translate_level_to_role,12.0,12.0,0.0,20.0,17.0,20.0,20.0,11.0,  
wp_check_mysql_version,2.0,2.0,0.0,6.0,4.0,6.0,6.0,2.0,  
maybe_disable_automattic_widgets,3.0,3.0,0.0,10.0,6.0,11.0,11.0,3.0,  
